Snippet Name;Image Path;Answer_1;Answer_2;Answer_3;Correct_Answer;Break Duration;Event Code
10-clean-v0.png;v0/10-clean-v0.png;0;1;2;1;2;2
13-clean-v0.png;v0/13-clean-v0.png;3;5;6;5;2;2
16-obf-v0.png;v0/16-obf-v0.png;3;5;7;7;2;1
-obf-v0.png;v0/-obf-v0.png;false;true;EMPTY;true;2;1
57-obf-v0.png;v0/57-obf-v0.png;5;8;10;8;2;1
11-clean-v0.png;v0/11-clean-v0.png;false;true;EMPTY;true;2;2
49-obf-v0.png;v0/49-obf-v0.png;1;2;3;2;10;1
14-clean-v0.png;v0/14-clean-v0.png;1;2;4;4;2;2
5-clean-v0.png;v0/5-clean-v0.png;false;true;EMPTY;true;2;2
18-obf-v0.png;v0/18-obf-v0.png;1;2;3;2;2;1
12-obf-v0.png;v0/12-obf-v0.png;5;6;7;7;2;1
61-clean-v0.png;v0/61-clean-v0.png;0;2;4;4;2;2
7-clean-v0.png;v0/7-clean-v0.png;5;6;7;5;2;2
60-obf-v0.png;v0/60-obf-v0.png;32;256;288;32;2;1
15-clean-v0.png;v0/15-clean-v0.png;4.5;8.0;9.0;9.0;2;2
63-obf-v0.png;v0/63-obf-v0.png;5;7;9;9;10;1
17-obf-v0.png;v0/17-obf-v0.png;5;6;10;6;2;1
8-clean-v0.png;v0/8-clean-v0.png;false;true;EMPTY;true;2;2
30-clean-v0.png;v0/30-clean-v0.png;false;true;EMPTY;true;2;2
4-obf-v0.png;v0/4-obf-v0.png;-2;-1;0;0;2;1
62-clean-v0.png;v0/62-clean-v0.png;1;3;6;3;2;2
54-obf-v0.png;v0/54-obf-v0.png;0;12;15;0;2;1
6-clean-v0.png;v0/6-clean-v0.png;false;true;EMPTY;true;2;2
9-obf-v0.png;v0/9-obf-v0.png;false;true;EMPTY;false;2;1
