Snippet Name;Image Path;Answer_1;Answer_2;Answer_3;Correct_Answer;Break Duration;Event Code
10-obf-v0.png;v0/10-obf-v0.png;1;0;2;1;2;1
11-obf-v0.png;v0/11-obf-v0.png;true;false;;true;10;1
12-clean-v0.png;v0/12-clean-v0.png;7;6;8;7;2;2
13-obf-v0.png;v0/13-obf-v0.png;5;6;3;5;2;1
14-obf-v0.png;v0/14-obf-v0.png;4;8;2;4;2;1
15-obf-v0.png;v0/15-obf-v0.png;9.0;8.0;10.0;9.0;10;1
16-clean-v0.png;v0/16-clean-v0.png;7;5;3;7;2;2
17-clean-v0.png;v0/17-clean-v0.png;6;10;5;6;2;2
18-clean-v0.png;v0/18-clean-v0.png;2;1;3;2;2;2
30-obf-v0.png;v0/30-obf-v0.png;true;false;;true;10;1
49-clean-v0.png;v0/49-clean-v0.png;2;1;3;2;2;2
4-clean-v0.png;v0/4-clean-v0.png;0;-1;-2;0;2;2
7-obf-v0.png;v0/7-obf-v0.png;5;6;3;5;2;1
54-clean-v0.png;v0/54-clean-v0.png;0;15;12;0;2;2
57-clean-v0.png;v0/57-clean-v0.png;8;5;10;8;2;2
5-obf-v0.png;v0/5-obf-v0.png;true;false;;true;2;1
60-clean-v0.png;v0/60-clean-v0.png;32;1;288;32;2;2
61-obf-v0.png;v0/61-obf-v0.png;4;2;0;4;2;1
62-obf-v0.png;v0/62-obf-v0.png;3;6;1;3;2;1
63-clean-v0.png;v0/63-clean-v0.png;9;7;5;9;2;2
6-obf-v0.png;v0/6-obf-v0.png;true;false;;true;10;1
8-obf-v0.png;v0/8-obf-v0.png;true;false;;true;2;1
9-clean-v0.png;v0/9-clean-v0.png;false;true;;false;2;2
-clean-v0.png;v0/-clean-v0.png;true;false;;true;2;2
